timestamp,test-class,test-method,time,description,result
2021-09-05 14:05:16.5,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2574,"[9] recordIndex=0, author=Juan Gil, info=null, text=*testing positive*, moneyAttributeToChange=EUR 0.02, flag=true, dateAttributeToChange=2021/12/12 09:20",OK
2021-09-05 14:05:19.479,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2802,"[10] recordIndex=0, author=Juan Gil, info=null, text=*min money amount positive*, moneyAttributeToChange=EUR 0.01, flag=true, dateAttributeToChange=2021/12/12 09:20",OK
2021-09-05 14:05:22.668,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,3011,"[11] recordIndex=0, author=Juan Gil, info=null, text=*really big money amount positive*, moneyAttributeToChange=EUR 111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111.02, flag=true, dateAttributeToChange=2021/12/12 09:20",Expected value 'EUR 111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111.02' in attribute 5 of record 0, but found 'EUR 111,111,111,111,111,120,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.00'
2021-09-05 14:05:24.265,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1381,"[1] recordIndex=0, author=null, info=null, text=null, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:05:25.916,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1450,"[2] recordIndex=0, author=null, info=null, text=autor vacio, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:05:27.607,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1461,"[3] recordIndex=0, author=texto vacio, info=null, text=null, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:05:29.3,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1501,"[4] recordIndex=0, author=Nicol, info=linkmalformado.com, text=link mal, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:05:31.159,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1629,"[5] recordIndex=0, author=Jose, info=null, text=autor menor de 5, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:05:32.8,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1438,"[6] recordIndex=0, author=qwertyuioplkjhgfdsdfghbvfdertgfertgvfdergvferftgvfreftgvfrfgvfrfgrftgfrftgfrthgbvfrtghbvgfrtghbgvftghbvgftghgb, info=null, text=autor mayor de 25, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:05:34.712,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1715,"[7] recordIndex=0, author=texto mayor de cien, info=null, text=frhjbrehfjbsjhkfdshjgfsdjhbgshbjgfsjhbgfhbjgfhbjgfdjhbgfdjhbgfdhbjfdghbjfdghbjgfdbjhfdgbjhfdvjhbfdvhbjfdvhbjfdhvbjvfdhbjhvfdbjhbgfjvhbjgfdbjhgfbhjgfbhjfdjhbfdvhbjdfvhbjdvfhbjfvhbjvfbhjvfdbhjvfdhbjfvdbjhfvbhjfdhbjfdbjhfdhbjefrdhbjefrdshbjfrdbjhfrbhjfrehbjfrehbjefrhebjfrehbjfrebjhfrbjhfrehbjfrehbjfrehbjfrehbjefrhbjfrebjhfrehbjefrhbjferhbjfrehbjfrehbjferhbjfrehbjfrehbjfrehbjefrhbjefrhbjefrbhjefrhbjefrbjhefrbjhfrejhbfrehbjfrebjhefrbhjefrhbjfrehbjefrhbjfrehbjefrjhbefrbjhefrbjherfhbjfrehbjfrwehbjefrjhbefrhbjefrb…, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:05:36.428,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1496,"[8] recordIndex=0, author=Joselu, info=null, text=currency no valida (BTC), moneyAttributeToChange=BTC 20.00, flag=true, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 14:05:38.141,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1503,"[9] recordIndex=0, author=Josemari, info=null, text=Dinero negativo, moneyAttributeToChange=EUR -20.00, flag=true, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 14:05:39.996,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1641,"[10] recordIndex=0, author=Josemari, info=null, text=Dinero con texto, moneyAttributeToChange=dinero con texto, flag=true, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 14:05:41.686,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1508,"[11] recordIndex=0, author=Juan Gil, info=null, text=*nosense money amount*, moneyAttributeToChange=EUR 0.001, flag=true, dateAttributeToChange=2021/12/12 09:20",OK
2021-09-05 14:05:43.347,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1449,"[12] recordIndex=0, author=Juan Gil, info=null, text=*nosense money amount*, moneyAttributeToChange=EUR 0.00001, flag=true, dateAttributeToChange=2021/12/12 09:20",OK
2021-09-05 14:05:45.044,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1499,"[13] recordIndex=0, author=Veronica, info=null, text=fecha pasada, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2021/04/09 00:00",OK
2021-09-05 14:05:46.69,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1441,"[14] recordIndex=0, author=Veronica, info=null, text=25 horas, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2021/04/09 25:00",OK
2021-09-05 14:05:48.407,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1554,"[15] recordIndex=0, author=Veronica, info=null, text=61 minutos, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2021/04/09 12:61",OK
2021-09-05 14:05:50.084,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1473,"[16] recordIndex=0, author=Marta, info=null, text=fecha con texto, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=asdsdsd",OK
2021-09-05 14:05:51.86,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1570,"[17] recordIndex=0, author=spam en texto, info=null, text=spam en el texto sex, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2021/04/09 12:61",OK
2021-09-05 14:05:53.54,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1497,"[18] recordIndex=0, author=spam en titulo sex, info=null, text=spam en el titulo, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2021/04/09 12:61",OK
2021-09-05 14:05:55.327,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1543,"[19] recordIndex=0, author=spam total sex, info=null, text=spam sex, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2021/04/09 12:61",OK
2021-09-05 14:06:06.853,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,list,7873,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, moneyAttributeToChange=EUR 20.00, flagAttributeToChange=true, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 14:06:14.883,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,list,7571,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, moneyAttributeToChange=USD 20.00, flagAttributeToChange=false, dateAttributeToChange=2022/05/06 00:00",OK
2021-09-05 14:06:22.528,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,list,7189,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, moneyAttributeToChange=GBP 10.00, flagAttributeToChange=true, dateAttributeToChange=2022/04/14 00:00",OK
2021-09-05 14:06:30.092,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,list,7046,"[4] recordIndex=0, author=Juan Gil, info=null, text=*descansando*, moneyAttributeToChange=EUR 0.00, flagAttributeToChange=true, dateAttributeToChange=2022/05/20 00:00",OK
2021-09-05 14:06:35.279,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,ListNegativeCase,4694,"ListNegativeCase()",OK
